"id","place","weight_lbs","grower_name","city","state_prov","country","gpc_site","seed_mother","pollinator_father","ott","est_weight","pct_chart","variety","weight_kg","weight_class"
"2075-P",9,109.01507372316,"DEKBI","Houston","New York","USA","Local Pumpkin Festival","1195 L","1579 T",166,111,-6,"Fairytale",49.4484056972797,"light"
"2532-P",40,111.744720950536,"MYMKX","New York","California","Australia","Local Pumpkin Festival","1536 P","1211 R",160,112,1,"Blue Doll",50.6865528534477,"light"
"2751-P",71,106.76455701571,"FFLMO","Nottingham","New York","China","National Pumpkin Festival","1235 G","1931 W",167,113,-5,"Blue Doll",48.4275884893668,"light"
"2164-P",52,110.396430808119,"SFVYN","Los Angeles","Florida","USA","Local Pumpkin Festival","1085 A","1839 G",157,111,-6,"Blue Doll",50.0749787317883,"light"
"2599-P",98,90.7919253079221,"OHDTU","New York","Florida","USA","Local Pumpkin Festival","1751 U","1838 W",157,99,-5,"Ghost",41.1825246118186,"light"
"2199-P",58,101.580797383562,"HHHPG","Los Angeles","Texas","Australia","Regional Pumpkin Festival","1954 Q","1892 A",161,110,-7,"Blue Doll",46.0762746703387,"light"
"2345-P",78,98.3903130749241,"OJQKU","New York","Florida","Australia","Regional Pumpkin Festival","1209 O","1687 U",149,89,2,"Blue Doll",44.6290953301223,"light"
"2481-P",91,104.783912422322,"WVMIN","Paris","New York","Australia","Regional Pumpkin Festival","1707 J","1187 P",157,101,-1,"Ghost",47.5291832133709,"light"
"2330-P",44,71.9668163023889,"KCDGW","New York","Florida","Australia","Regional Pumpkin Festival","1409 U","1041 Y",150,89,-12,"Fairytale",32.6435987953298,"light"
"2657-P",75,61.4620166392997,"XUVZV","Nottingham","Texas","USA","National Pumpkin Festival","1364 L","1736 Q",154,95,-25,"Blue Doll",27.8787018157782,"light"
"2709-P",33,34.8326801005751,"ULEDA","Nottingham","New York","USA","Regional Pumpkin Festival","1488 H","1504 M",99,37,-27,"Blue Doll",15.7998379335213,"light"
"2528-P",59,9.73069011140615,"VBIEJ","Chicago","Florida","China","National Pumpkin Festival","1227 H","1307 X",64,28,-67,"Big Max",4.41376679306962,"light"
"2302-P",20,6.38640659675002,"JNQBO","Nottingham","Florida","Australia","National Pumpkin Festival","1372 S","1075 P",54,16,-67,"Fairytale",2.89682530643273,"light"
"2601-P",85,1296.23511610646,"AQJUF","Chicago","Texas","USA","National Pumpkin Festival","1575 A","1671 F",397,1329,-7,"Ghost",587.962358885013,"heavy"
"2669-P",52,1285.94755073171,"YEILK","New York","New York","Australia","Local Pumpkin Festival","1360 T","1055 L",392,1322,-1,"Ghost",583.295997721239,"heavy"
"2827-P",10,1229.42563271802,"MEVIQ","Chicago","New York","China","Local Pumpkin Festival","1983 K","1556 B",412,1476,-15,"Big Max",557.658086950963,"heavy"
"2989-P",94,1047.18911636714,"YPTWY","Chicago","New York","Australia","National Pumpkin Festival","1401 P","1833 Y",348,931,13,"Blue Doll",474.996993529504,"medium"
"2674-P",82,1028.15738367848,"TKIVN","Nottingham","California","USA","Regional Pumpkin Festival","1999 Y","1276 L",309,642,65,"Fairytale",466.36434478681,"medium"
"2220-P",20,986.153747498989,"CHGWG","Chicago","Texas","China","Regional Pumpkin Festival","1897 R","1285 M",350,938,10,"Fairytale",447.31181588756,"medium"
"2377-P",55,966.088861177675,"VGJQN","Nottingham","New York","USA","Local Pumpkin Festival","1718 H","1738 D",355,956,3,"Ghost",438.210536539662,"medium"
"2642-P",74,947.133669443429,"AMBUE","Paris","Texas","Australia","National Pumpkin Festival","1996 P","1105 Z",338,893,11,"Blue Doll",429.61260618991,"medium"
"2624-P",24,912.328224294074,"UOBQZ","Paris","Texas","China","Local Pumpkin Festival","1094 X","1960 Z",364,1018,-5,"Ghost",413.82512182247,"medium"
"2962-P",4,869.613487911411,"VFFSW","Chicago","Texas","Australia","National Pumpkin Festival","1235 E","1843 P",350,953,-5,"Big Max",394.450043296485,"medium"
"2045-P",60,644.836570621468,"EXIGA","Los Angeles","California","Australia","Local Pumpkin Festival","1294 C","1347 C",299,613,7,"Ghost",292.492948576146,"medium"
"2380-P",57,433.69776777178,"CZJXN","Chicago","Florida","USA","National Pumpkin Festival","1475 Y","1543 H",248,366,18,"Big Max",196.721998512281,"medium"
"2849-P",49,284.909397487156,"LWXPV","Nottingham","Texas","China","Local Pumpkin Festival","1655 E","1489 M",237,296,-11,"Fairytale",129.232728949845,"medium"
"2591-P",2,2323.31606205441,"FPLMA","Nottingham","Florida","China","Local Pumpkin Festival","1944 H","1344 P",484,2039,12,"Ghost",1053.83843973007,"heavy"
"2406-P",90,2109.0598690724,"XDQBK","Chicago","Florida","China","Regional Pumpkin Festival","1149 Y","1848 Z",473,1996,10,"Big Max",956.65346528668,"heavy"
"2655-P",33,2087.70134077258,"HYHJO","Los Angeles","Texas","China","Local Pumpkin Festival","1602 G","1756 V",463,1900,6,"Blue Doll",946.96539980733,"heavy"
"2923-P",50,2058.0073781563,"QDYGN","Houston","Texas","Australia","Local Pumpkin Festival","1903 L","1554 Z",461,1886,13,"Big Max",933.496444918222,"heavy"
"2961-P",43,2009.56887523457,"WPDCH","Paris","Texas","USA","Regional Pumpkin Festival","1890 E","1839 W",450,1759,16,"Fairytale",911.525109560281,"heavy"
"2392-P",16,1944.17018841859,"OGWCN","New York","Texas","Australia","Regional Pumpkin Festival","1353 T","1865 T",457,1864,10,"Big Max",881.860764187655,"heavy"
"2879-P",99,1929.1090817675,"GCWCM","Nottingham","Texas","Australia","Regional Pumpkin Festival","1084 Y","1268 C",477,1977,1,"Ghost",875.029161121235,"heavy"
"2108-P",55,1910.50334082358,"IORHL","Nottingham","Florida","USA","Local Pumpkin Festival","1442 E","1011 M",426,1591,22,"Big Max",866.589738983798,"heavy"
"2619-P",33,1900.43364998419,"IQANP","Nottingham","Texas","Australia","National Pumpkin Festival","1930 A","1340 S",466,1890,-3,"Fairytale",862.022204046962,"heavy"
"2685-P",2,1879.52665824257,"HRTDJ","Los Angeles","California","China","National Pumpkin Festival","1603 D","1033 M",461,1851,1,"Blue Doll",852.538952105358,"heavy"
"2744-P",27,1864.05577265657,"GHVXV","Los Angeles","Florida","USA","National Pumpkin Festival","1804 X","1887 X",464,1888,-1,"Ghost",845.521476440523,"heavy"
"2821-P",39,1844.90625772253,"SPXYH","Houston","Florida","USA","Regional Pumpkin Festival","1088 U","1734 M",437,1696,9,"Fairytale",836.835402569954,"heavy"
"2961-P",85,1833.26919677351,"LHFEL","Nottingham","California","USA","National Pumpkin Festival","1868 N","1821 O",473,1961,-10,"Fairytale",831.556920509827,"heavy"
"2306-P",43,1782.96002116241,"MYAGM","Los Angeles","Texas","Australia","National Pumpkin Festival","1909 K","1986 Z",420,1515,14,"Big Max",808.737062292505,"heavy"
"2506-P",50,1756.80738122389,"XQCME","Paris","California","USA","Local Pumpkin Festival","1690 M","1450 Q",435,1705,-1,"Blue Doll",796.874424351088,"heavy"
"2335-P",4,1751.15247114412,"IPEYC","New York","Florida","China","National Pumpkin Festival","1618 X","1623 W",431,1654,3,"Blue Doll",794.309400283721,"heavy"
"2968-P",88,1743.94838355202,"ZFAWX","Houston","Florida","USA","Local Pumpkin Festival","1866 P","1500 L",421,1563,16,"Blue Doll",791.041681116391,"heavy"
"2662-P",97,1725.22605595998,"KDOOQ","Los Angeles","Florida","USA","Local Pumpkin Festival","1381 S","1312 U",446,1761,-6,"Blue Doll",782.549376164881,"heavy"
"2032-P",56,1718.71211879887,"JBBKS","Los Angeles","Florida","Australia","National Pumpkin Festival","1242 P","1564 L",417,1455,21,"Big Max",779.59470396746,"heavy"
"2804-P",94,1690.60953368619,"MKLFU","Paris","New York","USA","National Pumpkin Festival","1583 H","1504 A",419,1500,10,"Big Max",766.847585772385,"heavy"
"2915-P",52,1690.02579062898,"VEUSD","Chicago","California","China","National Pumpkin Festival","1172 Z","1004 X",420,1541,8,"Fairytale",766.582804375371,"heavy"
"2715-P",89,1688.78750949167,"WPRDU","Nottingham","Florida","China","Local Pumpkin Festival","1114 A","1388 E",441,1691,-5,"Blue Doll",766.021129499101,"heavy"
"2205-P",84,1695.9773174461,"ZLMKJ","Los Angeles","New York","USA","National Pumpkin Festival","1872 L","1536 Y",393,1333,30,"Fairytale",769.282371531731,"heavy"
"2382-P",98,1689.65772876516,"THNPI","Nottingham","Texas","USA","National Pumpkin Festival","1860 A","1409 P",435,1700,0,"Blue Doll",766.415854322115,"heavy"
"2964-P",71,1695.21833213791,"LKTJS","Nottingham","Texas","Australia","National Pumpkin Festival","1330 P","1463 B",416,1534,7,"Ghost",768.938101586707,"heavy"
"2593-P",4,1665.7001951756,"EJNTV","Los Angeles","California","Australia","Local Pumpkin Festival","1491 I","1514 L",433,1610,9,"Ghost",755.548899872757,"heavy"
"2873-P",97,1656.6549577564,"JHFTN","New York","Florida","Australia","National Pumpkin Festival","1753 Z","1208 P",438,1727,-9,"Big Max",751.446049191131,"heavy"
"2012-P",5,1655.56177960616,"NXOHU","Houston","California","Australia","Regional Pumpkin Festival","1809 O","1297 J",415,1477,7,"Blue Doll",750.950191922714,"heavy"
"2089-P",87,1638.53676818777,"OFBPF","Nottingham","Florida","Australia","Local Pumpkin Festival","1487 W","1603 U",426,1576,6,"Big Max",743.227776637695,"heavy"
"2183-P",34,1639.6657324871,"OUZOE","New York","California","China","Regional Pumpkin Festival","1015 Z","1825 A",436,1661,-5,"Ghost",743.739866230305,"heavy"
"2768-P",97,1639.30810369737,"LCAHQ","Nottingham","California","Australia","Local Pumpkin Festival","1687 A","1121 L",424,1572,2,"Blue Doll",743.577648539855,"heavy"
"2224-P",64,1637.13498850632,"IDFNI","Houston","California","USA","National Pumpkin Festival","1307 X","1522 C",444,1740,-9,"Fairytale",742.591940069237,"heavy"
"2472-P",90,1634.82571385428,"UXHDR","New York","New York","China","National Pumpkin Festival","1873 S","1553 Y",436,1658,-2,"Blue Doll",741.544470705958,"heavy"
"2773-P",83,1626.87162131909,"JNZGM","Los Angeles","California","USA","National Pumpkin Festival","1069 B","1332 F",430,1640,-4,"Blue Doll",737.936555018696,"heavy"
"2674-P",34,1618.1054755412,"KLAGK","Chicago","California","USA","Local Pumpkin Festival","1975 J","1198 E",422,1533,2,"Big Max",733.960298176204,"heavy"
"2016-P",55,1619.91913745739,"CWCID","Nottingham","Texas","USA","National Pumpkin Festival","1563 Z","1363 T",421,1524,10,"Fairytale",734.782961383833,"heavy"
"2147-P",3,1625.56612953451,"MDQAN","Chicago","Texas","China","Local Pumpkin Festival","1439 A","1667 L",414,1488,7,"Blue Doll",737.344393905613,"heavy"
"2217-P",46,1601.6083603967,"VSHWG","Houston","California","China","Regional Pumpkin Festival","1638 S","1224 Z",422,1541,7,"Blue Doll",726.47733261337,"heavy"
"2813-P",82,1590.32900007162,"BDIES","Nottingham","Texas","USA","Regional Pumpkin Festival","1585 Z","1347 Q",410,1481,5,"Blue Doll",721.361100827144,"heavy"
"2640-P",1,1586.69205982238,"XXRWJ","Houston","Texas","USA","Regional Pumpkin Festival","1729 H","1247 F",418,1465,5,"Big Max",719.711412478559,"heavy"
"2341-P",20,1587.21477357764,"JZTOL","Paris","California","Australia","Local Pumpkin Festival","1877 F","1290 B",415,1454,13,"Big Max",719.948511449836,"heavy"
"2788-P",33,1554.76079646405,"NWLCR","Chicago","California","USA","Regional Pumpkin Festival","1666 N","1459 L",414,1454,12,"Fairytale",705.227635042613,"heavy"
"2581-P",45,1561.85368893109,"GMXNL","Chicago","New York","China","Regional Pumpkin Festival","1994 T","1482 U",418,1481,9,"Big Max",708.444916949592,"heavy"
"2027-P",71,1543.17168438341,"EQRUU","Paris","Texas","USA","Local Pumpkin Festival","1944 T","1017 N",430,1633,-10,"Blue Doll",699.970902223354,"heavy"
"2017-P",51,1549.12376698013,"TFPOR","Nottingham","Texas","Australia","Regional Pumpkin Festival","1048 G","1957 S",434,1642,-10,"Big Max",702.6707214771,"heavy"
"2052-P",24,1540.3755883472,"WFNEF","New York","New York","Australia","National Pumpkin Festival","1192 I","1211 N",409,1462,5,"Big Max",698.702614394478,"heavy"
"2235-P",61,1539.5624271594,"MFTZN","Paris","Florida","USA","Local Pumpkin Festival","1715 R","1968 I",427,1544,-4,"Blue Doll",698.3337706838,"heavy"
"2265-P",22,1530.95321467705,"DFCKJ","Houston","Texas","Australia","Regional Pumpkin Festival","1897 K","1791 Y",423,1538,3,"Big Max",694.428697586824,"heavy"
"2855-P",27,1524.86703890264,"RQQRN","Paris","Texas","Australia","Local Pumpkin Festival","1285 T","1041 L",435,1618,-8,"Fairytale",691.668054690757,"heavy"
"2273-P",83,1527.00581942499,"ILXVT","Chicago","New York","Australia","National Pumpkin Festival","1493 F","1613 M",416,1528,-4,"Big Max",692.638189217612,"heavy"
"2524-P",93,1508.73258766253,"DRRCA","New York","Florida","Australia","Regional Pumpkin Festival","1313 A","1596 K",425,1580,-1,"Blue Doll",684.349590707967,"heavy"
"2938-P",74,1524.98533660546,"ERKIR","Chicago","Florida","USA","Local Pumpkin Festival","1032 Z","1070 W",396,1285,14,"Fairytale",691.72171362619,"heavy"
"2637-P",70,1514.5362679949,"JOPVG","Chicago","California","USA","Local Pumpkin Festival","1855 Q","1131 D",421,1569,-7,"Big Max",686.98209582686,"heavy"
"2627-P",46,1511.13088980969,"VZFVZ","Paris","Florida","China","National Pumpkin Festival","1295 E","1358 J",407,1386,5,"Big Max",685.437442263788,"heavy"
"2147-P",43,1492.21838970706,"INWGU","Chicago","New York","China","Regional Pumpkin Festival","1996 X","1684 E",410,1409,2,"Big Max",676.858876512416,"heavy"
"2283-P",52,1500.58823998738,"GKUZY","Nottingham","California","China","Regional Pumpkin Festival","1856 G","1061 A",421,1540,-8,"Ghost",680.655376740796,"heavy"
"2752-P",16,1488.96430488024,"IGMFC","Houston","California","USA","Regional Pumpkin Festival","1768 L","1359 E",417,1480,-4,"Blue Doll",675.3828484624,"heavy"
"2524-P",3,1486.73249255866,"KTCIO","New York","Florida","USA","Regional Pumpkin Festival","1182 B","1606 X",416,1508,-1,"Ghost",674.37051542121,"heavy"
"2400-P",22,1485.33741753828,"TGAVE","Nottingham","Florida","Australia","Local Pumpkin Festival","1448 V","1700 R",378,1192,24,"Blue Doll",673.737720035857,"heavy"
"2072-P",65,1490.51486950275,"HEVCI","Nottingham","New York","USA","National Pumpkin Festival","1182 U","1106 M",391,1288,13,"Blue Doll",676.086172744951,"heavy"
"2111-P",6,1477.07358591072,"TSDBD","Paris","New York","USA","National Pumpkin Festival","1005 E","1778 R",424,1599,-5,"Big Max",669.98930905949,"heavy"
"2273-P",84,1475.49677401874,"DYWMH","Houston","California","Australia","Local Pumpkin Festival","1289 V","1888 T",386,1230,22,"Blue Doll",669.274079215763,"heavy"
"2218-P",17,1476.3329982562,"BTCTS","Los Angeles","New York","Australia","National Pumpkin Festival","1122 K","1307 D",425,1566,-4,"Fairytale",669.6533841498,"heavy"
"2776-P",67,1471.98961104266,"TBTSC","Houston","Texas","USA","National Pumpkin Festival","1056 X","1320 W",388,1283,14,"Big Max",667.683256848133,"heavy"
"2013-P",90,1464.86015858687,"YASQP","New York","Texas","China","National Pumpkin Festival","1954 H","1466 Y",398,1341,14,"Big Max",664.449391609197,"heavy"
"2466-P",80,1458.02614739351,"LNGSE","Houston","New York","China","Regional Pumpkin Festival","1148 Y","1262 R",405,1430,-1,"Fairytale",661.349536272793,"heavy"
"2238-P",71,1466.21090841386,"UVHCU","Los Angeles","California","China","Local Pumpkin Festival","1427 Y","1469 V",403,1339,11,"Fairytale",665.062081425013,"heavy"
"2274-P",15,1457.1522465013,"WZIWI","Chicago","New York","USA","Local Pumpkin Festival","1664 P","1351 V",404,1352,7,"Big Max",660.953141495617,"heavy"
"2048-P",78,1452.59871919826,"RRPNR","Paris","Florida","USA","National Pumpkin Festival","1353 U","1732 U",411,1457,3,"Fairytale",658.887696252639,"heavy"
"2812-P",70,1458.39751865212,"JIHXP","New York","New York","USA","Local Pumpkin Festival","1951 Z","1933 C",416,1490,0,"Blue Doll",661.517987442277,"heavy"
"2145-P",41,1458.05320066772,"FEERX","Los Angeles","California","Australia","Local Pumpkin Festival","1502 N","1474 N",404,1359,10,"Fairytale",661.36180743157,"heavy"
"2548-P",75,1448.54556138907,"WAUQA","Nottingham","Texas","Australia","National Pumpkin Festival","1650 F","1336 G",382,1211,20,"Blue Doll",657.049214794442,"heavy"
"2272-P",61,1442.85904747341,"SBLJL","New York","California","USA","National Pumpkin Festival","1329 Q","1421 Q",420,1479,3,"Blue Doll",654.469855468238,"heavy"
"2911-P",24,1451.58931948896,"NCQUT","Los Angeles","California","China","National Pumpkin Festival","1878 C","1506 P",396,1369,9,"Fairytale",658.42984024584,"heavy"
"2786-P",92,1449.38281482644,"KDMUT","Chicago","Florida","Australia","Local Pumpkin Festival","1427 X","1249 X",419,1510,-9,"Fairytale",657.428986565712,"heavy"
"2002-P",68,1434.33417013474,"FSEPN","Chicago","Texas","Australia","Regional Pumpkin Festival","1723 G","1226 W",424,1529,-8,"Big Max",650.603036148989,"heavy"
"2442-P",51,1427.92943608295,"WNKYB","Los Angeles","New York","Australia","National Pumpkin Festival","1238 T","1380 Z",416,1517,0,"Ghost",647.697897648783,"heavy"
"2530-P",15,1417.52781347651,"GQBBQ","Houston","Florida","China","Local Pumpkin Festival","1925 X","1198 V",404,1337,9,"Big Max",642.979800994925,"heavy"
"2832-P",54,1420.75696298759,"DQVQA","Nottingham","New York","USA","Local Pumpkin Festival","1262 O","1102 T",391,1285,14,"Big Max",644.44451857597,"heavy"
"2112-P",80,1418.66748221405,"HXQIZ","Paris","California","USA","National Pumpkin Festival","1758 S","1054 K",401,1389,-1,"Fairytale",643.496746039033,"heavy"
"2149-P",55,1413.83582260553,"MTHFH","Paris","New York","Australia","Regional Pumpkin Festival","1021 O","1890 C",402,1327,4,"Blue Doll",641.305142104334,"heavy"
"2610-P",30,1414.0607285453,"DZOZK","Houston","New York","China","Regional Pumpkin Festival","1498 L","1661 S",407,1376,5,"Fairytale",641.407157722668,"heavy"
"2242-P",80,1414.88070851192,"FHJER","Nottingham","Florida","USA","Local Pumpkin Festival","1356 X","1970 Q",393,1258,15,"Fairytale",641.77909437939,"heavy"
